57 59 60 62 63 64 66 67 69
8.0	0.25	7	jin
8.25	0.25	7	gle
8.5	0.5	7	bell
9.0	0.25	6	jin
9.25	0.25	6	gle
9.5	0.5	6	bell
10.0	0.25	5	jin
10.25	0.25	6	gle
10.5	0.25	5	bell
10.75	0.25	1	rock
11.0	0.5	1	None
12.0	0.25	5	jin
12.25	0.25	6	gle
12.5	0.5	5	bell
13.0	0.5	1	swing
13.5	0.5	3	and
14.0	0.25	5	jin
14.25	0.25	6	gle
14.5	0.25	5	bells
14.75	0.25	2	ring
15.0	0.5	2	None
16.0	0.25	0	snow
16.25	0.5	1	in'
16.75	0.25	2	and
17.0	0.25	3	blow
17.25	0.5	5	in'
17.75	0.25	3	up
18.0	0.25	0	bush
18.25	0.25	1	els
18.5	0.25	2	of
18.75	0.25	3	fun
19.0	0.5	3	None
20.25	0.5	5	now
20.75	0.25	3	the
21.0	0.25	5	jin
21.25	0.25	3	gle
21.5	0.5	5	hop
22.0	0.5	5	has
22.5	0.25	0	be
22.75	0.25	1	gun
23.0	0.5	1	None
24.0	0.25	7	jin
24.25	0.25	7	gle
24.5	0.5	7	bell
25.0	0.25	6	jin
25.25	0.25	6	gle
25.5	0.5	6	bell
26.0	0.25	5	jin
26.25	0.25	6	gle
26.5	0.25	5	bell
26.75	0.25	1	rock
27.0	0.5	1	None
28.0	0.25	5	jin
28.25	0.25	6	gle
28.5	0.25	5	a
28.75	0.25	1	round
29.0	0.5	1	None
29.5	0.5	3	the
30.0	1.5	5	clock
32.0	0.5	5	mix
32.5	0.25	7	and
32.75	0.25	7	a
33.0	0.25	8	min
33.25	0.25	8	gle
33.5	0.25	7	in
33.75	0.25	7	a
34.0	0.25	4	jin
34.25	0.25	4	gl
34.5	0.25	7	ing
34.75	0.25	8	beat
35.0	0.5	8	None
36.25	0.5	7	that's
36.75	0.25	5	the
37.0	0.25	6	jin
37.25	0.25	5	gle
37.5	0.5	3	bell
38.25	0.5	7	that's
38.75	0.25	5	the
39.0	0.25	6	jin
39.25	0.25	5	gle
39.5	0.5	3	bell
40.25	0.5	7	that's
40.75	0.25	5	the
41.0	0.25	6	jin
41.25	0.25	7	gle
41.5	0.5	8	bell
42.0	0.25	8	rock
42.25	0.25	7	None
42.5	1.0	7	None
